instances,totargs,totedges,density,totlayers,totsccs,totntsccs,avgntsize,maxsccsize,totoddcycles,isbipartite,maxwidth,t_c,nt_c,mx,mx2,mx3,mx4,px
2017/T/3/admbuster_100000.tgf,100000,149998,0.000106377,1,100000,0,0,1,-1,0,1,1.25,0,1.25,1.25,1.25,1.25,2.25
2017/T/3/admbuster_50000.tgf,50000,74998,3.00E-05,1,50000,0,0,1,-1,0,1,0.3125,0,0.3125,0.3125,0.3125,0.3125,1.3125
2017/T/3/afinput_exp_acyclic_depvary_step6_batch_yyy04.tgf,574,310341,0.941923,3,17,1,558,558,306847,0,1,0,2.62442,2.62442,2.08216,1.02033,1.19688,2.04067
2017/T/3/afinput_exp_acyclic_indvary1_step2_batch_yyy09.tgf,812,644253,0.977112,3,9,1,804,804,629030,0,1,0,2.6911,2.6911,2.05917,1.01469,1.09947,2.02937
2017/T/3/afinput_exp_cycles_depvary_step3_batch_yyy08.tgf,621,375128,0.972739,3,10,1,612,612,372479,0,1,0,2.5299,2.5299,2.04306,1.01071,1.07295,2.02141
2017/T/3/afinput_exp_cycles_depvary_step4_batch_yyy04.tgf,642,399617,0.969558,3,12,1,631,631,395769,0,1,0,2.36484,2.36484,2.03335,1.0083,1.08849,2.01661
2017/T/3/afinput_exp_cycles_depvary_step4_batch_yyy05.tgf,665,428030,0.967901,3,15,1,651,651,424657,0,1,0,2.83219,2.83219,2.05462,1.01356,1.05447,2.02713
2017/T/3/afinput_exp_cycles_indvary1_step1_batch_yyy02.tgf,577,321302,0.965077,3,9,1,569,569,318030,0,1,0,4.54765,4.54765,2.21489,1.05235,1.13609,2.1047
2017/T/3/afinput_exp_cycles_indvary1_step1_batch_yyy03.tgf,475,218439,0.968151,3,6,1,470,470,126884,0,1,0,5.45582,5.45582,2.29863,1.07206,1.15545,2.14412
2017/T/3/afinput_exp_cycles_indvary1_step2_batch_yyy01.tgf,619,373513,0.97482,3,10,1,610,610,370694,0,1,0,2.63349,2.63349,2.04945,1.01229,1.06977,2.02458
2017/T/3/afinput_exp_cycles_indvary1_step3_batch_yyy02.tgf,556,299028,0.967302,3,10,1,547,547,297687,0,1,0,2.4473,2.4473,2.03957,1.00984,1.07936,2.01969
